irradiance,T_inlet,T_ambient,wind_speed,tilt_angle,efficiency
537.0861069626262,40.70234102415436,30.019855739925745,5.186055632622576,46.01339619736978,0.4747
1055.6428757689246,39.81872794431999,38.190131525499524,1.3790908968413298,44.364150220656384,0.5693
858.7945476302646,79.3752748312622,36.60563254265557,6.979156506838519,14.787709933167882,0.35
738.792635777333,39.972771990970365,15.38649666428208,4.904929912553932,56.12862024529,0.4126
340.41677639819284,41.316983567717855,15.223731440951587,1.257631068455634,38.42361010784098,0.2266
340.3950683025824,70.56389574507782,19.386102871071966,7.698704459849655,28.186276056784212,0.0
252.27525095137952,51.984390547032405,22.637615421936303,4.146923706682565,47.82692917476533,0.0191
979.5585311974417,71.60263341731087,24.295945349296893,0.58318761497324,22.8682729200817,0.3495
741.0035105688879,28.921969453863113,33.78940258916708,5.014663235320538,44.67549185231602,0.632
837.2653200164409,54.25427162040306,11.98381512580424,2.025591256102482,11.98556037861236,0.3514
218.5260448662222,27.01681601099696,11.213544647912324,6.42954761501842,51.9704018804636,0.2386
1072.918866945795,28.75919220732127,23.716869703036814,6.542576588529525,32.408542351065925,0.5741
949.1983767203795,79.38624720066466,34.40072922482932,7.831578846837295,41.83464571789709,0.3547
391.10519961044855,33.354722267055706,16.77023700347689,4.01495624819603,21.061890990334184,0.3883
363.64247048639055,56.94524093651303,32.45265684396881,3.639655037821897,43.8536856329224,0.255
365.06405886809046,49.66573615604239,19.093984827910482,6.027804843571845,48.61201379466383,0.1784
473.8180186635839,45.84059957553056,41.013013808473076,1.0597652507354125,33.66065934421994,0.537
672.280788469014,78.99000074123634,41.349148049331575,4.375324110344994,40.886346203089715,0.3094
588.7505167779042,26.30940380652937,20.405052149846426,4.3699808010468075,32.81629619111993,0.5328
462.1062261782377,64.82738117053535,18.04978138871342,0.7157849824830977,54.704568462892276,0.098
750.6676052501415,82.80366605281303,24.395639022318093,3.3438726840553086,34.893459025715956,0.2233
325.5444745868376,58.610091007710515,18.418605481305207,6.826278388537616,52.090435451440946,0.0
462.93018368169635,81.20934772198551,33.53343451520963,6.849228975957282,50.06760291351243,0.0686
